name	term	lev	seq	value
"cell motility"	GO:0048870	2	XP_022306791.1	0.17979238591653
"cell motility"	GO:0048870	2	XP_022306792.1	0.17979238591653
"cell motility"	GO:0048870	2	XP_022306790.1	0.17979238591653
"cell motility"	GO:0048870	2	XP_022306788.1	0.17979238591653
"cell motility"	GO:0048870	2	XP_022306789.1	0.17979238591653
"cell motility"	GO:0048870	2	XP_022304327.1	0.215677502390759
"cell motility"	GO:0048870	2	XP_022304330.1	0.215677502390759
"cell motility"	GO:0048870	2	XP_022304329.1	0.215677502390759
"cell motility"	GO:0048870	2	XP_022304328.1	0.215677502390759
"cell motility"	GO:0048870	2	XP_022335128.1	-0.473444674394931
"cell motility"	GO:0048870	2	XP_022317795.1	-0.213127828091861
"cell motility"	GO:0048870	2	XP_022328657.1	-0.41918408568575
"cell motility"	GO:0048870	2	XP_022328256.1	0.366703169206783
"cell motility"	GO:0048870	2	XP_022343939.1	0.167155749150165
"cell motility"	GO:0048870	2	XP_022345957.1	0.012834095269774
"cell motility"	GO:0048870	2	XP_022345644.1	0.216323216303053
"cell motility"	GO:0048870	2	XP_022345642.1	0.216323216303053
"cell motility"	GO:0048870	2	XP_022345643.1	0.216323216303053
"cell motility"	GO:0048870	2	XP_022336317.1	0.0936597939707227
"cell motility"	GO:0048870	2	XP_022336318.1	0.0936597939707227
"cell motility"	GO:0048870	2	XP_022336314.1	0.0936597939707227
"cell motility"	GO:0048870	2	XP_022336315.1	0.0936597939707227
"cell motility"	GO:0048870	2	XP_022336313.1	0.0936597939707227
"cell motility"	GO:0048870	2	XP_022336312.1	0.0936597939707227
"cell motility"	GO:0048870	2	XP_022339451.1	-1.63629990886025
"cell motility"	GO:0048870	2	XP_022339450.1	-1.63629990886025
"cell motility"	GO:0048870	2	XP_022339449.1	-1.63629990886025
"cell motility"	GO:0048870	2	XP_022335899.1	1.80669722236575
"cell motility"	GO:0048870	2	XP_022344056.1	-0.192061720556436
"cell motility"	GO:0048870	2	XP_022344057.1	-0.192061720556436
"cell motility"	GO:0048870	2	XP_022344059.1	-0.192061720556436
"cell motility"	GO:0048870	2	XP_022344058.1	-0.192061720556436
"cell motility"	GO:0048870	2	XP_022344055.1	-0.192061720556436
"cell motility"	GO:0048870	2	XP_022344054.1	-0.192061720556436
"cell motility"	GO:0048870	2	XP_022344053.1	-0.192061720556436
"cell motility"	GO:0048870	2	XP_022298535.1	-2.4597745696752
"cell motility"	GO:0048870	2	XP_022298036.1	1.01981251428564
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022329093.1	0.390649573763109
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022340347.1	-0.047025440214915
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022330868.1	-0.522667085379126
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022340691.1	-0.776981076653881
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022340680.1	-0.776981076653881
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022340707.1	0.261317606572135
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022289132.1	-1.45830742865265
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022289156.1	-1.45830742865265
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022289164.1	-1.45830742865265
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022289141.1	-1.45830742865265
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022289173.1	-1.45830742865265
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022289148.1	-1.45830742865265
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022289118.1	-1.45830742865265
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022289125.1	-1.45830742865265
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022288254.1	0.210846638811436
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022290708.1	0.275396988933724
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022326935.1	-0.830102073662586
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022326928.1	-0.830102073662586
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022338500.1	-0.985084386929566
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022338493.1	-0.985084386929566
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022326282.1	0.960340092908125
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022318684.1	-0.419159857347289
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022318263.1	-0.0279163598417082
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022318262.1	-0.0256393998283079
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317749.1	-0.596664327315456
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317333.1	0.175729219469174
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317180.1	0.51491303156397
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317053.1	-0.353288442840352
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317049.1	-0.735638300478544
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317050.1	0.216741456022209
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022319814.1	-1.18227508565782
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022312927.1	0.0778557986492395
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022319274.1	0.266054654801345
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022319137.1	0.30162986459033
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022318956.1	-0.111413120361027
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022319113.1	-0.0237496737494842
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317277.1	0.0051172351613969
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317276.1	-0.374887965564226
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022315267.1	0.35925121303379
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022315268.1	0.35925121303379
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317551.1	-3.31253998588158
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317552.1	-3.31253998588158
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022317550.1	-3.31253998588158
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022318288.1	-1.13466944991939
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022312972.1	0.0907316492143207
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022313602.1	2.52698541395774
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022313601.1	2.52698541395774
"cell-cell signaling"	GO:0007267;GO:0007154;GO:0023052	2	XP_022313603.1	2.52698541395774
