LOC111099029	GO:0006464;GO:0006520;GO:0016791
LOC111099030	GO:0006629;GO:0007165;GO:0009056;GO:0043167
LOC111099033	GO:0005737;GO:0006464;GO:0016791;GO:0032991
LOC111099034	GO:0005575;GO:0007165;GO:0022857
LOC111099035	GO:0005575
LOC111099036	GO:0016192
LOC111099037	GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641
LOC111099039	GO:0016491
LOC111099040	GO:0008150
LOC111099040	GO:0003674
LOC111099040	GO:0043167
LOC111099040	GO:0003674;GO:0005654;GO:0032991
LOC111099040	GO:0009058;GO:0034641
LOC111099040	GO:0008168
LOC111099040	GO:0003674;GO:0005575;GO:0007165
LOC111099040	GO:0003674;GO:0007165
LOC111099041	GO:0006464;GO:0006520;GO:0016301;GO:0043167
LOC111099043	GO:0007010;GO:0022607;GO:0048870
LOC111099044	GO:0006464;GO:0006520;GO:0016301;GO:0043167
LOC111099045	GO:0007165;GO:0030234
LOC111099046	GO:0005886;GO:0016887;GO:0032991;GO:0043167;GO:0055085
LOC111099046	GO:0016887;GO:0043167
LOC111099048	GO:0007165;GO:0030234
LOC111099049	GO:0003924;GO:0005622;GO:0007165;GO:0043167
LOC111099049	GO:0003924;GO:0043167
LOC111099050	GO:0043167
LOC111099052	GO:0003677;GO:0006259;GO:0006950
LOC111099053	GO:0016746;GO:0043167
LOC111099054	GO:0005575;GO:0022857;GO:0042592
LOC111099055	GO:0043167
LOC111099056	GO:0003674;GO:0007165;GO:0007267
LOC111099056	GO:0003735;GO:0005840;GO:0006412;GO:0042254
LOC111099057	GO:0003674;GO:0007165;GO:0007267
LOC111099058	GO:0005575;GO:0022857
LOC111099059	GO:0005575;GO:0022857
LOC111099059	GO:0003674
LOC111099062	GO:0043167
LOC111099063	GO:0003674
LOC111099064	GO:0006464;GO:0006520;GO:0016791
LOC111099067	GO:0007165;GO:0007267;GO:0008289;GO:0043167
LOC111099068	GO:0016491
LOC111099069	GO:0007010;GO:0008092;GO:0016192;GO:0065003
LOC111099070	GO:0003674
LOC111099070	GO:0005575
LOC111099071	GO:0008219;GO:0008233
LOC111099072	GO:0003677;GO:0009058;GO:0034641
LOC111099073	GO:0043167
LOC111099077	GO:0005575
LOC111099078	GO:0002376;GO:0006950;GO:0007165;GO:0008219;GO:0009058;GO:0034641;GO:0043167
LOC111099078	GO:0003735;GO:0005840;GO:0006412;GO:0042254
LOC111099079	GO:0005856;GO:0008092;GO:0008150;GO:0008289;GO:0032991;GO:0043167
LOC111099080	GO:0005737;GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167
LOC111099084	GO:0008289;GO:0043167
LOC111099087	GO:0003677;GO:0004518;GO:0043167
LOC111099087	GO:0006464;GO:0007165;GO:0009058;GO:0016301;GO:0016829;GO:0034641;GO:0043167;GO:0044281
LOC111099087	GO:0043167
LOC111099088	GO:0005634;GO:0006464;GO:0006520;GO:0008168;GO:0009056;GO:0043167;GO:0051276
LOC111099092	GO:0005575;GO:0007165;GO:0022857
LOC111099095	GO:0005575;GO:0055085
LOC111099096	GO:0005575;GO:0055085
LOC111099099	GO:0005575;GO:0022857
LOC111099099	GO:0016491
LOC111099101	GO:0005575;GO:0022857
LOC111099101	GO:0003674
LOC111099102	GO:0006950;GO:0016491
